geoName,zillow,year
Rhode Island,53,2009-05-31
South Carolina,52,2009-05-31
South Dakota,0,2009-05-31
Tennessee,49,2009-05-31
Texas,38,2009-05-31
Utah,38,2009-05-31
Vermont,0,2009-05-31
Virginia,33,2009-05-31
Washington,82,2009-05-31
West Virginia,0,2009-05-31
Wisconsin,18,2009-05-31
Wyoming,0,2009-05-31
Alabama,5,2009-06-30
Alaska,15,2009-06-30
Arizona,81,2009-06-30
Arkansas,26,2009-06-30
California,52,2009-06-30
Colorado,28,2009-06-30
Connecticut,59,2009-06-30
Delaware,0,2009-06-30
District of Columbia,39,2009-06-30
Florida,50,2009-06-30
Georgia,27,2009-06-30
Hawaii,18,2009-06-30
Idaho,0,2009-06-30
Illinois,25,2009-06-30
Indiana,13,2009-06-30
Iowa,8,2009-06-30
Kansas,16,2009-06-30
Kentucky,5,2009-06-30
Louisiana,4,2009-06-30
Maine,0,2009-06-30
Maryland,33,2009-06-30
Massachusetts,56,2009-06-30
Michigan,28,2009-06-30
Minnesota,23,2009-06-30
Mississippi,26,2009-06-30
Missouri,27,2009-06-30
Montana,0,2009-06-30
Nebraska,0,2009-06-30
Nevada,100,2009-06-30
New Hampshire,10,2009-06-30
New Jersey,31,2009-06-30
New Mexico,11,2009-06-30
New York,25,2009-06-30
North Carolina,14,2009-06-30
North Dakota,0,2009-06-30
Ohio,17,2009-06-30
Oklahoma,32,2009-06-30
Oregon,53,2009-06-30
Pennsylvania,27,2009-06-30
Rhode Island,11,2009-06-30
South Carolina,10,2009-06-30
South Dakota,0,2009-06-30
Tennessee,18,2009-06-30
Texas,18,2009-06-30
Utah,28,2009-06-30
Vermont,0,2009-06-30
Virginia,14,2009-06-30
Washington,58,2009-06-30
West Virginia,0,2009-06-30
Wisconsin,13,2009-06-30
Wyoming,0,2009-06-30
Alabama,8,2009-07-31
Alaska,0,2009-07-31
Arizona,69,2009-07-31
Arkansas,21,2009-07-31
California,37,2009-07-31
Colorado,29,2009-07-31
Connecticut,51,2009-07-31
Delaware,66,2009-07-31
District of Columbia,31,2009-07-31
Florida,38,2009-07-31
Georgia,12,2009-07-31
Hawaii,7,2009-07-31
Idaho,36,2009-07-31
Illinois,25,2009-07-31
Indiana,15,2009-07-31
Iowa,0,2009-07-31
Kansas,14,2009-07-31
Kentucky,8,2009-07-31
Louisiana,4,2009-07-31
Maine,0,2009-07-31
Maryland,27,2009-07-31
Massachusetts,31,2009-07-31
Michigan,14,2009-07-31
Minnesota,23,2009-07-31
Mississippi,7,2009-07-31
Missouri,23,2009-07-31
Montana,0,2009-07-31
Nebraska,7,2009-07-31
Nevada,100,2009-07-31
New Hampshire,0,2009-07-31
New Jersey,38,2009-07-31
New Mexico,19,2009-07-31
New York,27,2009-07-31
North Carolina,23,2009-07-31
North Dakota,0,2009-07-31
Ohio,17,2009-07-31
Oklahoma,35,2009-07-31
Oregon,62,2009-07-31
Pennsylvania,20,2009-07-31
Rhode Island,0,2009-07-31
South Carolina,20,2009-07-31
South Dakota,0,2009-07-31
Tennessee,20,2009-07-31
Texas,16,2009-07-31
Utah,33,2009-07-31
Vermont,0,2009-07-31
Virginia,10,2009-07-31
Washington,33,2009-07-31
West Virginia,19,2009-07-31
Wisconsin,15,2009-07-31
Wyoming,0,2009-07-31
Alabama,12,2009-08-31
Alaska,20,2009-08-31
Arizona,67,2009-08-31
Arkansas,0,2009-08-31
California,70,2009-08-31
Colorado,71,2009-08-31
Connecticut,100,2009-08-31
Delaware,0,2009-08-31
District of Columbia,40,2009-08-31
Florida,70,2009-08-31
Georgia,20,2009-08-31
Hawaii,47,2009-08-31
Idaho,0,2009-08-31
Illinois,41,2009-08-31
Indiana,44,2009-08-31
Iowa,0,2009-08-31
Kansas,0,2009-08-31
Kentucky,34,2009-08-31
Louisiana,5,2009-08-31
Maine,13,2009-08-31
Maryland,35,2009-08-31
Massachusetts,48,2009-08-31
Michigan,34,2009-08-31
Minnesota,45,2009-08-31
Mississippi,33,2009-08-31
Missouri,33,2009-08-31
Montana,0,2009-08-31
Nebraska,11,2009-08-31
Nevada,100,2009-08-31
New Hampshire,13,2009-08-31
New Jersey,65,2009-08-31
New Mexico,30,2009-08-31
New York,36,2009-08-31
North Carolina,30,2009-08-31
North Dakota,0,2009-08-31
Ohio,26,2009-08-31
Oklahoma,21,2009-08-31
Oregon,75,2009-08-31
Pennsylvania,51,2009-08-31
Rhode Island,95,2009-08-31
South Carolina,12,2009-08-31
South Dakota,0,2009-08-31
Tennessee,39,2009-08-31
Texas,31,2009-08-31
Utah,7,2009-08-31
Vermont,0,2009-08-31
Virginia,23,2009-08-31
Washington,59,2009-08-31
West Virginia,26,2009-08-31
Wisconsin,20,2009-08-31
Wyoming,0,2009-08-31
Alabama,12,2009-09-30
Alaska,0,2009-09-30
Arizona,99,2009-09-30
Arkansas,21,2009-09-30
California,64,2009-09-30
Colorado,55,2009-09-30
Connecticut,97,2009-09-30
Delaware,61,2009-09-30
District of Columbia,63,2009-09-30
Florida,63,2009-09-30
Georgia,28,2009-09-30
Hawaii,35,2009-09-30
Idaho,18,2009-09-30
Illinois,36,2009-09-30
Indiana,30,2009-09-30
Iowa,9,2009-09-30
Kansas,13,2009-09-30
Kentucky,11,2009-09-30
Louisiana,5,2009-09-30
Maine,0,2009-09-30
Maryland,66,2009-09-30
Massachusetts,43,2009-09-30
Michigan,48,2009-09-30
Minnesota,24,2009-09-30
Mississippi,44,2009-09-30
Missouri,21,2009-09-30
Montana,28,2009-09-30
Nebraska,21,2009-09-30
Nevada,100,2009-09-30
New Hampshire,0,2009-09-30
New Jersey,34,2009-09-30
New Mexico,44,2009-09-30
New York,36,2009-09-30
North Carolina,35,2009-09-30
North Dakota,0,2009-09-30
Ohio,26,2009-09-30
Oklahoma,20,2009-09-30
Oregon,95,2009-09-30
Pennsylvania,32,2009-09-30
Rhode Island,50,2009-09-30
South Carolina,18,2009-09-30
South Dakota,0,2009-09-30
Tennessee,27,2009-09-30
Texas,28,2009-09-30
Utah,21,2009-09-30
Vermont,0,2009-09-30
Virginia,19,2009-09-30
Washington,61,2009-09-30
West Virginia,0,2009-09-30
Wisconsin,28,2009-09-30
Wyoming,0,2009-09-30
Alabama,0,2009-10-31
Alaska,0,2009-10-31
Arizona,72,2009-10-31
Arkansas,21,2009-10-31
California,48,2009-10-31
Colorado,33,2009-10-31
Connecticut,66,2009-10-31
Delaware,31,2009-10-31
District of Columbia,30,2009-10-31
Florida,41,2009-10-31
Georgia,20,2009-10-31
Hawaii,22,2009-10-31
Idaho,0,2009-10-31
Illinois,55,2009-10-31
Indiana,12,2009-10-31
Iowa,18,2009-10-31
Kansas,19,2009-10-31
Kentucky,15,2009-10-31
Louisiana,5,2009-10-31
Maine,0,2009-10-31
Maryland,36,2009-10-31
Massachusetts,44,2009-10-31
Michigan,25,2009-10-31
Minnesota,26,2009-10-31
Mississippi,11,2009-10-31
Missouri,35,2009-10-31
Montana,26,2009-10-31
Nebraska,21,2009-10-31
Nevada,100,2009-10-31
New Hampshire,23,2009-10-31
New Jersey,32,2009-10-31
New Mexico,0,2009-10-31
New York,32,2009-10-31
North Carolina,18,2009-10-31
North Dakota,0,2009-10-31
Ohio,16,2009-10-31
Oklahoma,32,2009-10-31
Oregon,71,2009-10-31
Pennsylvania,26,2009-10-31
Rhode Island,24,2009-10-31
South Carolina,12,2009-10-31
South Dakota,0,2009-10-31
Tennessee,19,2009-10-31
Texas,27,2009-10-31
Utah,21,2009-10-31
Vermont,29,2009-10-31
Virginia,17,2009-10-31
Washington,55,2009-10-31
West Virginia,49,2009-10-31
Wisconsin,19,2009-10-31
Wyoming,40,2009-10-31
Alabama,0,2009-11-30
Alaska,0,2009-11-30
Arizona,81,2009-11-30
Arkansas,23,2009-11-30
California,46,2009-11-30
Colorado,32,2009-11-30
Connecticut,54,2009-11-30
Delaware,100,2009-11-30
District of Columbia,35,2009-11-30
Florida,52,2009-11-30
Georgia,25,2009-11-30
Hawaii,24,2009-11-30
Idaho,69,2009-11-30
Illinois,27,2009-11-30
Indiana,31,2009-11-30
Iowa,10,2009-11-30
Kansas,7,2009-11-30
Kentucky,11,2009-11-30
Louisiana,11,2009-11-30
Maine,0,2009-11-30
Maryland,41,2009-11-30
Massachusetts,52,2009-11-30
Michigan,48,2009-11-30
Minnesota,27,2009-11-30
Mississippi,35,2009-11-30
Missouri,40,2009-11-30
Montana,0,2009-11-30
Nebraska,22,2009-11-30
Nevada,43,2009-11-30
New Hampshire,36,2009-11-30
New Jersey,37,2009-11-30
New Mexico,31,2009-11-30
New York,31,2009-11-30
North Carolina,21,2009-11-30
North Dakota,0,2009-11-30
Ohio,12,2009-11-30
Oklahoma,42,2009-11-30
Oregon,45,2009-11-30
Pennsylvania,44,2009-11-30
Rhode Island,26,2009-11-30
South Carolina,13,2009-11-30
South Dakota,0,2009-11-30
Tennessee,12,2009-11-30
Texas,21,2009-11-30
Utah,23,2009-11-30
Vermont,0,2009-11-30
Virginia,16,2009-11-30
Washington,54,2009-11-30
West Virginia,0,2009-11-30
Wisconsin,16,2009-11-30
Wyoming,0,2009-11-30
Alabama,14,2009-12-31
Alaska,0,2009-12-31
Arizona,78,2009-12-31
Arkansas,9,2009-12-31
California,51,2009-12-31
Colorado,42,2009-12-31
Connecticut,78,2009-12-31
Delaware,26,2009-12-31
District of Columbia,38,2009-12-31
Florida,44,2009-12-31
Georgia,19,2009-12-31
Hawaii,19,2009-12-31
Idaho,26,2009-12-31
Illinois,33,2009-12-31
Indiana,14,2009-12-31
Iowa,0,2009-12-31
Kansas,16,2009-12-31
Kentucky,0,2009-12-31
Louisiana,31,2009-12-31
Maine,0,2009-12-31
Maryland,43,2009-12-31
Massachusetts,52,2009-12-31
Michigan,40,2009-12-31
Minnesota,30,2009-12-31
Mississippi,18,2009-12-31
Missouri,42,2009-12-31
Montana,22,2009-12-31
Nebraska,26,2009-12-31
Nevada,100,2009-12-31
New Hampshire,10,2009-12-31
New Jersey,47,2009-12-31
New Mexico,37,2009-12-31
New York,26,2009-12-31
North Carolina,24,2009-12-31
North Dakota,0,2009-12-31
Ohio,17,2009-12-31
Oklahoma,21,2009-12-31
Oregon,78,2009-12-31
Pennsylvania,40,2009-12-31
Rhode Island,43,2009-12-31
South Carolina,20,2009-12-31
South Dakota,16,2009-12-31
Tennessee,25,2009-12-31
Texas,16,2009-12-31
Utah,18,2009-12-31
Vermont,18,2009-12-31
Virginia,18,2009-12-31
Washington,59,2009-12-31
West Virginia,0,2009-12-31
Wisconsin,3,2009-12-31
Wyoming,32,2009-12-31
Alabama,4,2010-01-31
Alaska,25,2010-01-31
Arizona,60,2010-01-31
Arkansas,21,2010-01-31
California,36,2010-01-31
Colorado,44,2010-01-31
Connecticut,28,2010-01-31
Delaware,20,2010-01-31
District of Columbia,26,2010-01-31
Florida,31,2010-01-31
Georgia,24,2010-01-31
Hawaii,7,2010-01-31
Idaho,32,2010-01-31
Illinois,23,2010-01-31
Indiana,11,2010-01-31
Iowa,0,2010-01-31
Kansas,13,2010-01-31
Kentucky,7,2010-01-31
Louisiana,21,2010-01-31
Maine,8,2010-01-31
Maryland,22,2010-01-31
Massachusetts,39,2010-01-31
Michigan,22,2010-01-31
Minnesota,19,2010-01-31
Mississippi,29,2010-01-31
Missouri,32,2010-01-31
Montana,17,2010-01-31
Nebraska,13,2010-01-31
Nevada,100,2010-01-31
New Hampshire,0,2010-01-31
New Jersey,31,2010-01-31
New Mexico,77,2010-01-31
New York,24,2010-01-31
North Carolina,12,2010-01-31
North Dakota,0,2010-01-31
Ohio,11,2010-01-31
Oklahoma,34,2010-01-31
Oregon,44,2010-01-31
Pennsylvania,26,2010-01-31
Rhode Island,32,2010-01-31
South Carolina,23,2010-01-31
South Dakota,0,2010-01-31
Tennessee,27,2010-01-31
Texas,19,2010-01-31
Utah,15,2010-01-31
Vermont,8,2010-01-31
Virginia,11,2010-01-31
Washington,55,2010-01-31
West Virginia,16,2010-01-31
Wisconsin,14,2010-01-31
Wyoming,0,2010-01-31
Alabama,17,2010-02-28
Alaska,35,2010-02-28
Arizona,100,2010-02-28
Arkansas,51,2010-02-28
California,54,2010-02-28
Colorado,68,2010-02-28
Connecticut,70,2010-02-28
Delaware,0,2010-02-28
District of Columbia,46,2010-02-28
Florida,62,2010-02-28
Georgia,33,2010-02-28
Hawaii,0,2010-02-28
Idaho,0,2010-02-28
Illinois,55,2010-02-28
Indiana,12,2010-02-28
Iowa,0,2010-02-28
Kansas,6,2010-02-28
Kentucky,5,2010-02-28
Louisiana,15,2010-02-28
Maine,0,2010-02-28
Maryland,42,2010-02-28
Massachusetts,61,2010-02-28
Michigan,31,2010-02-28
Minnesota,30,2010-02-28
Mississippi,11,2010-02-28
Missouri,33,2010-02-28
Montana,0,2010-02-28
Nebraska,0,2010-02-28
Nevada,82,2010-02-28
New Hampshire,0,2010-02-28
New Jersey,49,2010-02-28
New Mexico,28,2010-02-28
New York,29,2010-02-28
North Carolina,29,2010-02-28
North Dakota,27,2010-02-28
Ohio,25,2010-02-28
Oklahoma,31,2010-02-28
Oregon,57,2010-02-28
Pennsylvania,34,2010-02-28
Rhode Island,46,2010-02-28
South Carolina,39,2010-02-28
South Dakota,0,2010-02-28
Tennessee,29,2010-02-28
Texas,32,2010-02-28
Utah,7,2010-02-28
Vermont,0,2010-02-28
Virginia,22,2010-02-28
Washington,67,2010-02-28
West Virginia,23,2010-02-28
Wisconsin,12,2010-02-28
Wyoming,0,2010-02-28
Alabama,11,2010-03-31
Alaska,34,2010-03-31
Arizona,83,2010-03-31
Arkansas,30,2010-03-31
California,50,2010-03-31
Colorado,64,2010-03-31
Connecticut,68,2010-03-31
Delaware,28,2010-03-31
District of Columbia,61,2010-03-31
Florida,59,2010-03-31
Georgia,22,2010-03-31
Hawaii,0,2010-03-31
Idaho,16,2010-03-31
Illinois,36,2010-03-31
Indiana,24,2010-03-31
Iowa,0,2010-03-31
Kansas,0,2010-03-31
Kentucky,25,2010-03-31
Louisiana,16,2010-03-31
Maine,22,2010-03-31
Maryland,39,2010-03-31
Massachusetts,50,2010-03-31
Michigan,31,2010-03-31
Minnesota,34,2010-03-31
Mississippi,10,2010-03-31
Missouri,49,2010-03-31
Montana,24,2010-03-31
Nebraska,29,2010-03-31
Nevada,100,2010-03-31
New Hampshire,11,2010-03-31
New Jersey,49,2010-03-31
New Mexico,40,2010-03-31
New York,41,2010-03-31
North Carolina,30,2010-03-31
North Dakota,0,2010-03-31
Ohio,25,2010-03-31
Oklahoma,18,2010-03-31
Oregon,53,2010-03-31
Pennsylvania,40,2010-03-31
Rhode Island,70,2010-03-31
South Carolina,17,2010-03-31
South Dakota,0,2010-03-31
Tennessee,32,2010-03-31
Texas,26,2010-03-31
Utah,42,2010-03-31
Vermont,0,2010-03-31
Virginia,14,2010-03-31
Washington,53,2010-03-31
West Virginia,24,2010-03-31
Wisconsin,24,2010-03-31
Wyoming,0,2010-03-31
Alabama,20,2010-04-30
Alaska,21,2010-04-30
Arizona,75,2010-04-30
Arkansas,12,2010-04-30
California,59,2010-04-30
Colorado,47,2010-04-30
Connecticut,39,2010-04-30
Delaware,100,2010-04-30
District of Columbia,55,2010-04-30
Florida,50,2010-04-30
Georgia,21,2010-04-30
Hawaii,37,2010-04-30
Idaho,81,2010-04-30
Illinois,44,2010-04-30
Indiana,0,2010-04-30
Iowa,0,2010-04-30
Kansas,15,2010-04-30
Kentucky,6,2010-04-30
Louisiana,19,2010-04-30
Maine,14,2010-04-30
Maryland,54,2010-04-30
Massachusetts,65,2010-04-30
Michigan,43,2010-04-30
Minnesota,21,2010-04-30
Mississippi,0,2010-04-30
Missouri,27,2010-04-30
Montana,0,2010-04-30
Nebraska,0,2010-04-30
Nevada,90,2010-04-30
New Hampshire,13,2010-04-30
New Jersey,42,2010-04-30
New Mexico,17,2010-04-30
New York,39,2010-04-30
North Carolina,52,2010-04-30
North Dakota,0,2010-04-30
Ohio,32,2010-04-30
Oklahoma,38,2010-04-30
Oregon,98,2010-04-30
Pennsylvania,43,2010-04-30
Rhode Island,70,2010-04-30
South Carolina,20,2010-04-30
South Dakota,0,2010-04-30
Tennessee,25,2010-04-30
Texas,25,2010-04-30
Utah,26,2010-04-30
Vermont,33,2010-04-30
Virginia,19,2010-04-30
Washington,60,2010-04-30
West Virginia,30,2010-04-30
Wisconsin,21,2010-04-30
Wyoming,0,2010-04-30
Alabama,0,2010-05-31
Alaska,0,2010-05-31
Arizona,100,2010-05-31
Arkansas,36,2010-05-31
California,54,2010-05-31
Colorado,77,2010-05-31
Connecticut,61,2010-05-31
Delaware,33,2010-05-31
District of Columbia,43,2010-05-31
Florida,50,2010-05-31
Georgia,24,2010-05-31
Hawaii,23,2010-05-31
Idaho,0,2010-05-31
Illinois,36,2010-05-31
Indiana,26,2010-05-31
Iowa,10,2010-05-31
Kansas,34,2010-05-31
Kentucky,34,2010-05-31
Louisiana,18,2010-05-31
Maine,0,2010-05-31
Maryland,52,2010-05-31
Massachusetts,57,2010-05-31
Michigan,40,2010-05-31
Minnesota,32,2010-05-31
Mississippi,12,2010-05-31
Missouri,34,2010-05-31
Montana,31,2010-05-31
Nebraska,35,2010-05-31
Nevada,77,2010-05-31
New Hampshire,24,2010-05-31
New Jersey,55,2010-05-31
New Mexico,0,2010-05-31
New York,39,2010-05-31
North Carolina,44,2010-05-31
North Dakota,0,2010-05-31
Ohio,39,2010-05-31
Oklahoma,21,2010-05-31
Oregon,59,2010-05-31
Pennsylvania,52,2010-05-31
Rhode Island,96,2010-05-31
South Carolina,39,2010-05-31
South Dakota,23,2010-05-31
Tennessee,46,2010-05-31
Texas,32,2010-05-31
Utah,49,2010-05-31
Vermont,33,2010-05-31
Virginia,20,2010-05-31
Washington,67,2010-05-31
West Virginia,0,2010-05-31
Wisconsin,20,2010-05-31
Wyoming,0,2010-05-31
Alabama,11,2010-06-30
Alaska,16,2010-06-30
Arizona,71,2010-06-30
Arkansas,21,2010-06-30
California,45,2010-06-30
Colorado,32,2010-06-30
Connecticut,57,2010-06-30
Delaware,58,2010-06-30
District of Columbia,46,2010-06-30
Florida,46,2010-06-30
Georgia,28,2010-06-30
Hawaii,38,2010-06-30
Idaho,0,2010-06-30
Illinois,31,2010-06-30
Indiana,13,2010-06-30
Iowa,0,2010-06-30
Kansas,11,2010-06-30
Kentucky,5,2010-06-30
Louisiana,10,2010-06-30
Maine,0,2010-06-30
Maryland,41,2010-06-30
Massachusetts,71,2010-06-30
Michigan,44,2010-06-30
Minnesota,16,2010-06-30
Mississippi,10,2010-06-30
Missouri,35,2010-06-30
Montana,0,2010-06-30
Nebraska,21,2010-06-30
Nevada,100,2010-06-30
New Hampshire,11,2010-06-30
New Jersey,54,2010-06-30
New Mexico,58,2010-06-30
New York,39,2010-06-30
North Carolina,42,2010-06-30
North Dakota,0,2010-06-30
Ohio,21,2010-06-30
Oklahoma,35,2010-06-30
Oregon,94,2010-06-30
Pennsylvania,50,2010-06-30
Rhode Island,36,2010-06-30
South Carolina,17,2010-06-30
South Dakota,0,2010-06-30
Tennessee,30,2010-06-30
Texas,27,2010-06-30
Utah,7,2010-06-30
Vermont,34,2010-06-30
Virginia,14,2010-06-30
Washington,74,2010-06-30
West Virginia,0,2010-06-30
Wisconsin,18,2010-06-30
Wyoming,0,2010-06-30
Alabama,0,2010-07-31
Alaska,0,2010-07-31
Arizona,100,2010-07-31
Arkansas,45,2010-07-31
California,47,2010-07-31
Colorado,42,2010-07-31
Connecticut,54,2010-07-31
Delaware,64,2010-07-31
District of Columbia,57,2010-07-31
Florida,62,2010-07-31
Georgia,25,2010-07-31
Hawaii,31,2010-07-31
Idaho,34,2010-07-31
Illinois,40,2010-07-31
Indiana,23,2010-07-31
Iowa,20,2010-07-31
Kansas,37,2010-07-31
Kentucky,15,2010-07-31
Louisiana,0,2010-07-31
Maine,13,2010-07-31
Maryland,54,2010-07-31
Massachusetts,73,2010-07-31
Michigan,41,2010-07-31
Minnesota,30,2010-07-31
Mississippi,30,2010-07-31
Missouri,50,2010-07-31
Montana,29,2010-07-31
Nebraska,0,2010-07-31
Nevada,83,2010-07-31
New Hampshire,0,2010-07-31
New Jersey,60,2010-07-31
New Mexico,93,2010-07-31
New York,40,2010-07-31
North Carolina,45,2010-07-31
North Dakota,0,2010-07-31
Ohio,35,2010-07-31
Oklahoma,57,2010-07-31
Oregon,92,2010-07-31
Pennsylvania,47,2010-07-31
Rhode Island,52,2010-07-31
South Carolina,35,2010-07-31
South Dakota,0,2010-07-31
Tennessee,59,2010-07-31
Texas,27,2010-07-31
Utah,23,2010-07-31
Vermont,7,2010-07-31
Virginia,19,2010-07-31
Washington,55,2010-07-31
West Virginia,0,2010-07-31
Wisconsin,16,2010-07-31
Wyoming,0,2010-07-31
Alabama,27,2010-08-31
Alaska,69,2010-08-31
Arizona,100,2010-08-31
Arkansas,11,2010-08-31
California,51,2010-08-31
Colorado,60,2010-08-31
Connecticut,66,2010-08-31
Delaware,85,2010-08-31
District of Columbia,56,2010-08-31
Florida,66,2010-08-31
Georgia,37,2010-08-31
Hawaii,10,2010-08-31
Idaho,0,2010-08-31
Illinois,46,2010-08-31
Indiana,17,2010-08-31
Iowa,9,2010-08-31
Kansas,18,2010-08-31
Kentucky,30,2010-08-31
Louisiana,16,2010-08-31
Maine,24,2010-08-31
Maryland,53,2010-08-31
Massachusetts,63,2010-08-31
Michigan,44,2010-08-31
Minnesota,35,2010-08-31
Mississippi,30,2010-08-31
Missouri,31,2010-08-31
Montana,27,2010-08-31
Nebraska,0,2010-08-31
Nevada,70,2010-08-31
New Hampshire,23,2010-08-31
New Jersey,57,2010-08-31
New Mexico,45,2010-08-31
New York,36,2010-08-31
North Carolina,39,2010-08-31
North Dakota,27,2010-08-31
Ohio,48,2010-08-31
Oklahoma,18,2010-08-31
Oregon,82,2010-08-31
Pennsylvania,43,2010-08-31
Rhode Island,70,2010-08-31
South Carolina,51,2010-08-31
South Dakota,0,2010-08-31
Tennessee,17,2010-08-31
Texas,28,2010-08-31
Utah,57,2010-08-31
Vermont,9,2010-08-31
Virginia,18,2010-08-31
Washington,93,2010-08-31
West Virginia,24,2010-08-31
Wisconsin,34,2010-08-31
Wyoming,0,2010-08-31
Alabama,12,2010-09-30
Alaska,18,2010-09-30
Arizona,54,2010-09-30
Arkansas,12,2010-09-30
California,29,2010-09-30
Colorado,43,2010-09-30
Connecticut,30,2010-09-30
Delaware,29,2010-09-30
District of Columbia,23,2010-09-30
Florida,34,2010-09-30
Georgia,19,2010-09-30
Hawaii,26,2010-09-30
Idaho,8,2010-09-30
Illinois,27,2010-09-30
Indiana,4,2010-09-30
Iowa,0,2010-09-30
Kansas,26,2010-09-30
Kentucky,11,2010-09-30
Louisiana,11,2010-09-30
Maine,0,2010-09-30
Maryland,32,2010-09-30
Massachusetts,27,2010-09-30
Michigan,21,2010-09-30
Minnesota,19,2010-09-30
Mississippi,0,2010-09-30
Missouri,18,2010-09-30
Montana,0,2010-09-30
Nebraska,11,2010-09-30
Nevada,100,2010-09-30
New Hampshire,17,2010-09-30
New Jersey,19,2010-09-30
New Mexico,46,2010-09-30
New York,25,2010-09-30
North Carolina,18,2010-09-30
North Dakota,14,2010-09-30
Ohio,19,2010-09-30
Oklahoma,13,2010-09-30
Oregon,46,2010-09-30
Pennsylvania,30,2010-09-30
Rhode Island,36,2010-09-30
South Carolina,15,2010-09-30
South Dakota,0,2010-09-30
Tennessee,14,2010-09-30
Texas,14,2010-09-30
Utah,11,2010-09-30
Vermont,5,2010-09-30
Virginia,10,2010-09-30
Washington,52,2010-09-30
West Virginia,27,2010-09-30
Wisconsin,14,2010-09-30
Wyoming,14,2010-09-30
Alabama,29,2010-10-31
Alaska,17,2010-10-31
Arizona,94,2010-10-31
Arkansas,46,2010-10-31
California,52,2010-10-31
Colorado,77,2010-10-31
Connecticut,100,2010-10-31
Delaware,0,2010-10-31
District of Columbia,59,2010-10-31
Florida,66,2010-10-31
Georgia,25,2010-10-31
Hawaii,62,2010-10-31
Idaho,29,2010-10-31
Illinois,30,2010-10-31
Indiana,13,2010-10-31
Iowa,0,2010-10-31
Kansas,50,2010-10-31
Kentucky,45,2010-10-31
Louisiana,17,2010-10-31
Maine,25,2010-10-31
Maryland,24,2010-10-31
Massachusetts,51,2010-10-31
Michigan,40,2010-10-31
Minnesota,32,2010-10-31
Mississippi,10,2010-10-31
Missouri,46,2010-10-31
Montana,53,2010-10-31
Nebraska,30,2010-10-31
Nevada,96,2010-10-31
New Hampshire,23,2010-10-31
New Jersey,59,2010-10-31
New Mexico,61,2010-10-31
New York,46,2010-10-31
North Carolina,24,2010-10-31
North Dakota,27,2010-10-31
Ohio,39,2010-10-31
Oklahoma,32,2010-10-31
Oregon,96,2010-10-31
Pennsylvania,44,2010-10-31
Rhode Island,12,2010-10-31
South Carolina,42,2010-10-31
South Dakota,0,2010-10-31
Tennessee,73,2010-10-31
Texas,27,2010-10-31
Utah,69,2010-10-31
Vermont,23,2010-10-31
Virginia,17,2010-10-31
Washington,63,2010-10-31
West Virginia,55,2010-10-31
Wisconsin,28,2010-10-31
Wyoming,50,2010-10-31
Alabama,11,2010-11-30
Alaska,15,2010-11-30
Arizona,86,2010-11-30
Arkansas,42,2010-11-30
California,50,2010-11-30
Colorado,61,2010-11-30
Connecticut,49,2010-11-30
Delaware,78,2010-11-30
